Br32Si8Br32Si8
Cl6Cs2Zr1Cl6Cs2Zr1
Cs2I6Pt1Cs2I6Pt1
Cl6Cs2Te1Cl6Cs2Te1
Cl6Cs2Sn1Cl6Cs2Sn1
Cs2I6Pd1Cs2I6Pd1
Br6Cs2Sn1Br6Cs2Sn1
Cl24Cs8Pb4Cl24Cs8Pb4
K2S2O7
NaBi3
CsSnBr3
NaCNO
NaCSN
Rb4Br2O
NaCd3
H4BrN
NaH4ClO2
BNF8
VF4
NaI
CrGeRh
NaN3
Tl2SO4
Mg3Hg
Mg6SnBi
ZrPtPb
CsInBr3
CsHF2
Nb3TeI7
RbCl
CsCuSe4
Na2Cl
Tl2PdSe2
LiAsH6(OF2)3
CsCu3S2
CsNiF3
K3As
WOF4
KHO
RbSb2
K4CdAs2
K2CuBr3
K4BeAs2
Sr(CdGe)2
K2H4Pd
Tl5Se2I
CaMg
Cs2NiO2
Cs2NaCaCl6
KFeSe2
BaBr2
RbO2
CaMg3
PbCl2
Cs2KScCl6
In2Bi
Cl6Cs2Ti1Cl6Cs2Ti1
Ba1Ba1
Cs1I1Cs1I1
Ba2Ba2
Br12K4Te2Br12K4Te2
Be6F12Be6F12
Br6Cs2Pt1Br6Cs2Pt1
K4CdP2
Mg7Ga
K4Br2O
Cl6Rb2Te1Cl6Rb2Te1
NaCaAu2
Cl6Cs2Ge1Cl6Cs2Ge1
CsPbCl3
Na8SnSb4
K2P3
CsTiCl3
Cs2TlInBr6
CuTe
KFeS2
Cs2LiYCl6
AgNO3
K4ZnAs2
LiCaMg6
K4I2O
Cs2InBiF6
Cs2NaAsCl6
K2AgSb
Cs2HgO2
Cs2LiInBr6
Na3Rh
Cs2ZrF6
Cu2SnSe4
K4BeP2
Rb3AuO
Rb3CuO2
SrZn
GaSe
KRb2NiF6
KHCO2
Li(BH)5
RbN3
Li2Ca
Sb2S3
Ca3Zn
TlFeS2
AgH4WS4N
K2NaInF6
CrSiTe3
NaHS
Cd3As2
K3CoO2
Mg(AlSe2)2
CsBrF
Mg2Al2Se5
CsAuO
CuAgTe2
Ba3BiAs
K2H6Pt
CrGeTe3
Co(ReO4)2
In2AgSe4
Na2Na2
Na1Na1
F6Hf1K2F6Hf1K2
I6Pt1Rb2I6Pt1Rb2
Bi2Rb6Bi2Rb6
Cs1H1Cs1H1
I1Rb1I1Rb1
Bi1Rb3Bi1Rb3
Cl6Pb1Rb2Cl6Pb1Rb2
LiCa2Cd
Rb2CrCl4
KHCO3
NaCa2In
KLiTe
Rb2P3
CaCdHg2
NaMg3
H4N2O3
NaMg6Al
H5NF2
Mg6AlBi
Ba6Tl2NCl
BaHg2Pb
KBrO3
YCBr
CoSe
Ag5P(S2Cl)2
Na3YCl6
Na3PS4
NaCu
YMg6Bi
Rb2NaTlCl6
Cs2FeO4
Ba3SbAs
Ca(InTe2)2
SnPb
RbMnBi
CsAgBr3
AlV3
Li2MnBr4
SrHg2
Na3Bi
GaS
BiIO
CsAuO2
RbNiO3
Na3N
RbHO
Mn(ReO4)2
KTcO4
Na2CdSnS4
AlSiTe3
Cs3Mg2Cl7
SrMgTl2
RbHF2
RbGeI3
Li2AgHg
Br6K2Sn1Br6K2Sn1
Br9Rb3Sb2Br9Rb3Sb2
Yb1Yb1
Cl6Pd1Rb2Cl6Pd1Rb2
Cl6Rb2Se1Cl6Rb2Se1
Cl6Rb2Ti1Cl6Rb2Ti1
K12Sb4Te12K12Sb4Te12
Cl4Zn2Cl4Zn2
Br6K2Te1Br6K2Te1
Cl6Mn1Rb2Cl6Mn1Rb2
Cd3I6Cd3I6
I1K1I1K1
Au2Br6Cs2Au2Br6Cs2
In2Se3
K2CuP
K2CO3
GaGeTe
BiBrO
HfGeTe4
HgH2NCl
K3ReH6
Tl3BO3
K3Co(NO2)6
KNaS2O7
InPS4
Ag2HgS2
K2ZnH4
K2TiF6
ZrGeTe4
Sn2S3
Ba3Sb2
TlBi2
AgF2
Ba3SbN
Bi2Te3
SrMg
KIO4
KAlTe2
NaMnCl3
YBr2
Rb3Sb
Rb2HgO2
Rb2MnCl4
CaAg
Rb2MnO4
PdSeO3
Rb3TaO8
Cs2MgH4
MnPO4
NaHCO2
Mg2Tl
LiMgTl2
TlInSe2
Mg6ZnBi
RbCaAs
Li3Pd
Li3Hg
Pb3O4
LiScI3
Cd(NO3)2
LiTl2InCl6
NaCN
Cu(AsO2)2
Cu2OF2
Pb(CO2)2
Br4K2Pt1Br4K2Pt1
Br4K2Pd1Br4K2Pd1
I10In2Sn4I10In2Sn4
Cl6K2Sn1Cl6K2Sn1
Cl6K2Re1Cl6K2Re1
Au1Cs1Au1Cs1
Br6K2Re1Br6K2Re1
Bi4Rb12Se12Bi4Rb12Se12
Cl6K2Ti1Cl6K2Ti1
Rb2Te1Rb2Te1
Br6Pd1Rb2Br6Pd1Rb2
Sr2Sr2
Be6Cl12Be6Cl12
Cs4I8Li4Cs4I8Li4
Cl6K2Mn1Cl6K2Mn1
H1Rb1H1Rb1
Li3In
Cs2PdC2
Ga2Au
SrMg6Si
In2HgTe4
Sr2Si
Ga2FeS4
Mg7Sn
PbC2(SN)2
NaSe
VSe2
NaSnP
Mg(InTe2)2
ZrV2
GeAs2
RbNaS
Cs2PbO3
Ag2HgO2
HfTe2
Te2Mo3W(Se2S)2
Rb3NbO8
RbAuO2
Li3P7
BiS2
Sr(NO3)2
RbNa2Sb
Y2Cl3
Rb2BrCl6F
Mg6AlSb
TiSe2
Rb2NiO2
MgHg2
NaMg6Fe
MnTlCl3
NaMg7
CoHg3
BaSe2
K3AuO
TlPd2Se3
GeSe2
K3BN2
Mg6GaSi
ZrSe2
Pd2Cl2O
CuBr
KAg2SbS4
PbAuO2
NaBr
CsPt2Se3
Ba(NO2)2
Cd(InTe2)2
Zn(ReO4)2
Na4HgP2
NaBF4
K3Cu3P2
NaAlH4
B6H6K2B6H6K2
O12Sb8O12Sb8
Br6K2Pt1Br6K2Pt1
B12H12Tl2B12H12Tl2
Cs8Te20Cs8Te20
Cl1Cs1Cl1Cs1
Bi1K3Bi1K3
Rb4Te2Rb4Te2
Au2Pb8Rb6Au2Pb8Rb6
Cl6Te1Tl2Cl6Te1Tl2
Ca4N8O24Ca4N8O24
Ag2Hg1I4Ag2Hg1I4
K12Sb4Se12K12Sb4Se12
Li23Sr6Li23Sr6
K16Sb8Sn2K16Sb8Sn2
KPt2Se3
InGaTe2
Li3SbS4
BaPb
Na3PS3O
AlTlSe2
SrZnCl4
SrCl2
KCrF6
Ti3TeO8
CaPd3C
Ca5Ag3
KHF2
TiClO
KMg6Cd
Tl4Te3Pb
Li6PS5I
RbAgCl3
TaTe4Ir
Na3AlAs2
LiAlTe2
CsCd(NO2)3
LiFeF5
Rb2CaH4
KAsF6
Ba(AgSn)2
Ba(AlGe)2
Cs2KPbF6
Mn(CuCl2)2
KAgSe
Te2W
Rb2Cr(BrCl)2
Li2CdPd
LiYHg2
Li15Au4
Mg6ZrAl
KAg2PS4
RbFeF4
Ag2CO3
Pb2Au
RbH
BaAu
Sb2Te3
Li2MgCd
Cs2NaAlH6
Ba2S3
Ca3In
Li2HgPd
K3BrO
Mg(ReO4)2
CaZn3
Ag3PO4
CuAsSe2
NaSrO3
Mg3Bi
NaZnSb
Cu12Sb4S13
K3MoF6
CoPO4
Cs2I6Sn2Cs2I6Sn2
Cl6K2Pt1Cl6K2Pt1
Hg4K2Hg4K2
Cs4Pt2Cs4Pt2
Cl6K2Pd1Cl6K2Pd1
Au1Rb1Au1Rb1
Br10Pb4Rb2Br10Pb4Rb2
Cl1O4Rb1Cl1O4Rb1
Cs6Hg40Cs6Hg40
Cl10Cs2Pb4Cl10Cs2Pb4
Br1K1Br1K1
Rb2Se1Rb2Se1
Au2K2Se2Au2K2Se2
Br2In2Br2In2
YAgHg2
LiHg2Pd
LiMg6Al
Zn(SbO2)2
Ti2Te2P
PtPb4
KZrTl2OF5
TlPt2Se3
Te4Mo3
LiClO4
Rb2HgF4
Rb2PdC2
CaPtF6
Rb2CdO2
KCuO
KCu4Se3
LiMg6Bi
RbF
CaMnSn
Li2CdSb
Sr(AlTe2)2
KLiICl
Ga2Te5
CdSbAu
Li3Ga
RbPO3
TiS2
Tl(Cu3S2)2
Li2TlPd
Li2MgTl
TeAs
Sn(HgSe2)2
Re2NiO8
KMgSb
KTl2MoF6
Na4I2O
TaSe2
Cs2TlVF6
Na3As
K2PtSe2
Na3P(SO)2
In5Se5Br
AlCuO3
K2SO4
Mg6ZrSn
CrTe2
MgZn5
Cs3YF6
NaCl
MgZn
Na2Sn2O3
BaAg2SnS4
RbCuO2
Sr3BiSb
BaAu5
SrAg
YMgAg2
KAgC2
LiMgAu2
Zr3Ag
NaCuTe
Cs2PtC2
Cs2CaH4
AgBiSCl2
K2NiP2
Ba2As
TiCuHg2
Cl6Pt1Tl2Cl6Pt1Tl2
Cl4Pd1Tl2Cl4Pd1Tl2
I1Tl1I1Tl1
Hg33Rb3Hg33Rb3
Ba2Cd1Ba2Cd1
K10Te6K10Te6
Br2Tl2Br2Tl2
K5Sb4K5Sb4
H1K1H1K1
CsScO2
Na5OsN4
CuSe
Ca2MgTl
LiN3
Na3HfF7
ZrIN
KCaO3
ZrAlPd2
BaSn5
Tl(CuSe)2
NaC
NaCa2Tl
K2O2
Mg3Bi2
KHfMg6
Au
RbHgF3
Li2ZnCl4
FeAgTe2
Ca2N
ScSiPd2
TiBrO
AgBiS2
Li2CoCl4
Ca3Cd2
Rb2SiF6
MgIn
Ga2Te3
TiCdF6
Li4CuF7
SnSe
VGaPt
BaBi3
Sr(GaTe2)2
GeS
GeSb4Te7
K2Au3
Ti3Cu
HgF2
Li2AgAu
HgF
SrMg6Ti
KP(HO2)2
K8Te12K8Te12
K12S12Sb4K12S12Sb4
I2Li2I2Li2
Sb4Se12Tl12Sb4Se12Tl12
Cs1I3Sn1Cs1I3Sn1
Ag2Bi2K4Ag2Bi2K4
Bi4Cs12O12Bi4Cs12O12
Bi4O12Rb12Bi4O12Rb12
Rb6S6Rb6S6
K2Se1K2Se1
S12Sn8S12Sn8
Hg4Sr12Hg4Sr12
Ba2Hg1Ba2Hg1
Ca5Au4
Sr2Cu(BrO)2
Na2ZnGe
Na4CO4
NbS2
SrH3
SrMg2
Rb2SnO3
RbMg6Zr
Ca(MnSb)2
Rb2PbO3
NaCdSb
Rb2AlTlH6
BaNaBi
Ca3BiSb
Cs2LiGaF6
Nb3In
Co(HO)2
MnCoS
Cs2CaSnCl6
Cd
In10Sb9Te
YTl3
ZnBi
PtPb2
Cs(AsRu)2
Cs2CuF4
ScCdHg2
NaAg3
Na2Zr(CuS2)2
InAu3
LiZnPS4
CsPdBr3
K2MnF6
LiAg2F6
KMgCl3
LiMg
TlCu4S3
Tl(NiS)2
CaHg2
Na2LiN
Na2LiTa
Ti(SnO2)2
Cr3Te4
Na3AlP2
LiCa2Ga
Li5Br2N
Mg6NiC
Mg2Hg
CuAgO2
CaMgTl2
Br6Ca2In2Br6Ca2In2
Cs2H4Mg1Cs2H4Mg1
Br1O1Rb3Br1O1Rb3
Cs2F6Si1Cs2F6Si1
Br1Tl1Br1Tl1
Cl1K1Cl1K1
Cs2F6Ge1Cs2F6Ge1
KMnSb
TaS2
SrZnBi2
SrSn3Pd
SrMnBi2
SrIF
Bi2PdO4
SrCN2
SrAg2
KZnSb
Li13In3
Sr(MnSb)2
SnS
Na3VO4
TlBiTe2
Ti2Co
BaSb3
KMg6Zr
Cu2PbO2
MgSc2Ru
Na3ZrF8
Na3(CuO2)2
Mg6TiBi
Mn3CuO8
CsTlF3
Na5SiP3
Mg6ZnSi
Na(VS2)2
MgCd2
Cd(GaTe2)2
FePO4
VBr2O
AgAuO2
Pt3PbC
LiMnSb
LiTiCl3
Rb2NaRhF6
LiVF6
NiTe
NiN
LiH2N
LiGaSe2
Rb2ZnF4
LiZrPt2
RbSn3
CuCSN
Ag3Sb
Rb2PtS2
Li2CdAu
AlAgTe2
HfSnO3
Zn(InSe2)2
YSnF5
YSe
BaAg2(HgO2)2
YPd3C
KF
Li2InPt
BaH2
Cs12O12Sb4Cs12O12Sb4
N6Rb2N6Rb2
F6K2Mn1F6K2Mn1
H10K6Zn2H10K6Zn2
Ca1Ca1
In1Sr3In1Sr3
Au2Ge8Rb6Au2Ge8Rb6
F6Ni1Rb2F6Ni1Rb2
Ba(MnSb)2
PbSO4
PdPbF4
CdSnSb2
Mg3Cr
Cs2NaMgF6
LiScHg2
PtC
Ba(CdSb)2
NaSnSb
Rb2NaSbF6
Cs2RbZrOF5
Na2CN2
SnAu5
Na2HgO2
K2PdO2
HfSiNi
CrS2
NaVO3
K2SiF6
Ba2BrN
CuBiSCl2
Nb3Al
CdSb
LiMg6Si
AgSbTe2
Ag3P
ZnGaO3
ZnCdTe2
NaCu3O4
CdAs2
OsC
Cd2As3I
Zr2Te2P
Sn2Au
Rb2Sn2O3
BaClF
FeCuS2
KAuC2
Y2Mg
Mg6MnBi
VCl2O
Ca2ZnRh
ZnAu
K3PO4
Ca2TlCd
CaCdPd2
TlSbTe2
Li2InPd
TlCuSe2
Li2MgHg
BaPbO3
Na2CoS2
Na2MgSn
KZrCuSe3
BiPbClO2
BiClO
SrHClO
Sr2C(NCl)2
SrHg
Ti2In
SrYMg6
Ga2TeS2
Sr6Sn2NO
Cu4K4S4Cu4K4S4
Br1H4N1Br1H4N1
K4S2K4S2
Ge1I3Rb1Ge1I3Rb1
P4S12Th2P4S12Th2
Ca3N1Pb1Ca3N1Pb1
Ca(ZnGe)2
RbAuC2
PdC
Li2FeF6
NaP5
NaBO2
Li2GePbS4
ScPd3C
Li2MgSn
LiCuF4
LiZnAg2
ScBr2
ScAgSe2
Sc2MnSi
Ca2MgIn
LiSn4Au3
CaSbF6
Ga2Se3
Mg6MnNi
NbTe2
Sr(CdSb)2
Mg14ZnCu
CuAuSe4
LiMg6Ga
Mg6VZn
CaPbF6
CaC2
CaCdAu
Mg6CrBi
CaMg6Zr
LiCa2Al
LiSn
CdSnF6
Mg6GaFe
YCdPt2
In2S3
AgBiO2
AgSbSe2
Ba3FeN3
Mn(AsO2)2
SrHfMg6
HfAlAu2
YMgAu2
Bi2Pd
In4SbTe3
Na3HfF8
Na3(CuS)4
BaCaSi
YMg3
BaSO4
Al2ZnTe4
MgZnAg2
Mg(SbO2)2
YCdHg2
KIn9Ni2
Y3Pt
KCu4S3
TiSnO3
AlAsO4
Mg6NiSn
VSnPt
K2PbO3
Na2CrO4
HfMg6V
BaZnBi2
ZnCdSe2
Se6Se6
Cs2F4H2Cs2F4H2
F6Ge1Rb2F6Ge1Rb2
Br3Cs1Pb1Br3Cs1Pb1
F6Rb2Si1F6Rb2Si1
Na12Sb4Se12Na12Sb4Se12
O4O4
Sn2Te10Tl4Sn2Te10Tl4
Ca3N1Sn1Ca3N1Sn1
K2N6K2N6
F6Si1Tl2F6Si1Tl2
Na16Sb8Sn2Na16Sb8Sn2
K1Na2Sb1K1Na2Sb1
Ag4In8Na12Ag4In8Na12
BaSi
ScHg3
ScI2
CdSeO4
TePd
CuBiO2
Nb
NbCu3Te4
ScTlTe2
TaCu3Te4
Li2SbAu
Na2CuP
Hf2Ni
Na2ZrN2
Li3AuS2
MnCu2SnSe4
Mg6VSi
Na2PdC2
Mg7Ti
YAgTe2
Sb2O3
Hf3Te2
TiH2
RbCu3S2
MnPtF6
Mg6MnFe
YMg
TiNCl
Mg6ZnCd
SnAu
Li2ZnSn
CsGeBr3
LiMg6Mn
GaPO4
ZnAg3
Zn3(InS3)2
NaSnS2
Mg6MnGa
NaCuSe
Cu2SnHgSe4
ZnPbF6
BaZnPb
Li(NiS)2
Mg6TiMn
Cu2SnTe3
Rb2NiF4
LiIn(IO3)4
K3Bi
Ba(AgS)2
NbInSe2
Na5NiSO2
YMgPd
LiCuS2
Rb2IN3
Na3Tl
Mn(GaSe2)2
Ba2Cu3(ClO2)2
Ba2AsAu
Ba2H6Os
PdPtF6
Ag2O3
Ca(CdSb)2
LiGaAu2
Mg5Si6
NaNb3
Ba(MgBi)2
GaBi
Ba3(AlSn)2
F6K2Si1F6K2Si1
Br2Se4Tl10Br2Se4Tl10
Au2K2Se4Au2K2Se4
B4H16Na4B4H16Na4
K2Sb2Sn2K2Sb2Sn2
O2Rb1O2Rb1
In2Te4Tl2In2Te4Tl2
Ba1Cd1Ba1Cd1
Ag2BiO3
YSbO3
Sb2Te
Y2MgRu
Re3Pb
NaAgO
Y6CoBi2
NaAuC2
YCuTe2
Rb2V2Cu(PO6)2
AlTlF4
K2NaYF6
Sr2TlCd
Zn2GeSe4
LiAgC2
Mg6GaCu
CuF2
ZrCu2Te3
CrGaP2
Ba(PO3)2
Ba2CoO4
Cs2AlTlH6
AlAgS2
Cs2KMoF6
CuSiO3
CrSe
BaTeO3
Ca3Ag8
Cu3SbSe4
AlFe4(CuO4)3
Ag3Ge
BaCuSeF
Cs2NaFeF6
Mg6TiCd
LiCdPd2
Na2MnN2
Li2AlAg
Tl(CoSe)2
SmCo2
NaAg2
Li2Sn2Au
LiMg3
Sr3SnO
LiMgBi
NaZnAs
TePt
Mg6NbGa
Li2CdSn
Mg3Pd
Li2AgSb
MnVNi
SrAgBi
LiMg2Ga
KPdF3
SrClF
SrLi2Sn
Na3OsN2
SrSb2
K1Mn1Te2K1Mn1Te2
Cs2Na2S2Cs2Na2S2
Hg2K2Sb2Hg2K2Sb2
As2Ca2Rb2As2Ca2Rb2
Li40Pb12Li40Pb12
Ca3Tl1Ca3Tl1
In4Sr2Te8In4Sr2Te8
H3Li1Sr1H3Li1Sr1
Ca12Hg4Ca12Hg4
As1F6Na1As1F6Na1
Au6Sr14Au6Sr14
TeIr
Ti2Bi
Ca(MgBi)2
Ba3(AlSi)2
Li3(CuO)4
Sc2PdAu
InNi2
Ba(CuO)2
Sr(CuSb)2
ZnCu2GeTe4
LiCaAs
PdPbO2
Zr2Ni
NaCuO
Rb2CuF4
LiMg2Hg
Nb3Cr
Na2VO3
NaMnAs
MgBiF6
BaSbPt
Na2HfN2
Ba4As2O
YTi
Sr2CdSn
Na4IrO4
NiAu3
Tl(FeSe)2
Sr2PtAu
Sr3N2
HfMg6Al
V3Sn
YMgCu
BaCO3
Mg6ZnCr
Mg6VBi
Mg6TiSb
CuAgF3
Al2CdS4
YInAu2
Mg6NbBi
Cu2SnSe3
Mg3Sc
YAlPd
SrAs3
Sr3BiP
CaHfBe
BaFeF4
Cu3AsSe4
Mg6CoSi
Mg6CoC
YCdAu2
Mg6AlCo
CaCrF6
LiMg6Cd
NbCu3Se4
Ni2Ta2Te10Ni2Ta2Te10
S4Tl3V1S4Tl3V1
Hf1S2Hf1S2
LaTe2
Se4Tl4Se4Tl4
As4Na12S12As4Na12S12
Cl8H24N8Cl8H24N8
Ba3I6Ba3I6
Pb4Sr8Pb4Sr8
AgAu3
Mg6VSn
InP3
Mg6ZnCu
Mg7Ni
Mg7Fe
HfCu2Te3
Mn(GaS2)2
MgCdAu2
PbF4
MgSc2Tc
MgPbF6
Mg6CrGa
Ba2CuH6
Ba(ZnSn)2
Ag2F
Mg6SiB
TaTe4
CdCu2GeSe4
Bi2SO2
BaZnF4
SrPdF4
Mg41Al67
SrNiF6
MgSnAu
Mg3Ag
SrMg6Mo
AgAsSe2
Mg6CrSi
Mg6NbSn
Rb2NaVF6
CsCaO3
TlCuS2
Mg6VCd
YMg2
LiMnO4
Sr2N
BaAsPt
Ca3MoN3
Li2TlBi
SrCaSn
Li7Sn3
Ca2Bi
Li5Sn2
MnCoO4
ScInAu2
SrCuSn2
BaCdSb2
BaCoF4
PbWO4
MgSc2Tl
NaLi2Sb
Cr(CoO3)2
Zr3Cu
Ca3AlSb3
ZnSnSb2
AlSn
KRb2FeF6
Mg6FeSn
Ca(HO)2
Na4WO4
Sc2CdS4
Sr4CN4
ZnPtF6
Na3ClO
Sn4Pd
SrAg5
CdSnAs2
SnPd2
Hg1O2Rb2Hg1O2Rb2
In2Li2Te4In2Li2Te4
Ba4Sb2Ba4Sb2
Br2Cu2Br2Cu2
Cs6Ni2O4Cs6Ni2O4
Cl4Na4O12Cl4Na4O12
As2Na6As2Na6
Ag4O4Rb4Ag4O4Rb4
CaGaPt
Mg17Al12
Ba1Hg1Ba1Hg1
SrIn4Pd
Li3Ge
NaLiS
CuS
MnCu2SnS4
ScZn3
SrAu5
MgSnF6
KAgO3
Y4CuTe8
MnCuP
NiAg3
Mg6CrSn
Ba2CuF6
NaBeSb
TePb
Mg7Mn
Al2ZnSe4
Mg7Cu
NaAu2
Sr2SnHg
Cs2RbInF6
GeSb
Ba3In2Br2O5
Ba2ZnN2
Ba(Cu3As)2
CaZn2
Na3BrO
ZnCN2
Na3BN2
K2Mn2O3
Na4P2O7
Na2PtC2
ZnRhF6
K2Ca(CO3)2
ZnCu2SnSe4
YNi
Te2Pd3
Na2CuO2
TiCu3O4
Cr2FeS4
LiMg6Zn
Sr(AgSn)2
V2CoO6
Tl(CoS)2
Li13Sn5
BaWO4
TlCuF3
RbPdF3
CaGa
VZnF4
Sr2As
K(CoSe)2
BaSb2Pd
K2NiF4
MgInCu4
Li2CdHg
CdInPd2
LiAu3
ZnCuAu2
Zn(GaSe2)2
CaSbAu
Cs3H9Mg3Cs3H9Mg3
K2Li2Se2K2Li2Se2
Be8Cs4F20Be8Cs4F20
Ag4Ba2Ag4Ba2
H1Na1H1Na1
Cd1Na2Pb1Cd1Na2Pb1
Al8In6Sr22Al8In6Sr22
S4Ta2S4Ta2
Ag1In5Se8Ag1In5Se8
Ba6Mg23Ba6Mg23
Sn4Sr8Sn4Sr8
Cd1Sr1Cd1Sr1
F4H2K2F4H2K2
MgAl3
YSnPd2
YTe
BaSn3Pd
KMnO2
KFe(SO4)2
Mg9Sn5
Na2CoP2O7
YMgCd2
Na6Ti2O7
CoTeO4
Sr2In3Rh2
InCuS2
Li2In
InAs
Sc2CdAg
NbCu3S4
HfMg6Ti
ScAlAg2
ScGaPd2
HfInAu2
Rb(CoSe)2
RbIn4
ScCdAg2
Ca3PCl3
CaMg6W
CaSnPd
KInTe2
K2MgF4
CaPdPb
Rb2NaAsF6
Li7Br3O2
Mg6VSb
Ti3Sb
Li6SbS2
Cu2As
MgGeAs2
MnTe2
Mg6CdNi
LiCa2Ir
Cu2SiTe3
Sr3(AlSn)2
Mg3Mn
Ti3Nb
LiFeF4
Sr(CuO)2
Na4FeO5
BaZnSn
ZrCdAu2
Sr(MgSb)2
MgCr
LiCuF2
Mg3Sn
Sn3Pd
Cs2TlGaH6
Ti3Ag
Mg6AlMo
FeCu2SnS4
SrRhF6
MnHg
K2Sb2Zn2K2Sb2Zn2
K4Na4S4K4Na4S4
Ca3N1Sb1Ca3N1Sb1
F1Rb1F1Rb1
In4K1In4K1
Li4Na4Te4Li4Na4Te4
In2Te4Zn1In2Te4Zn1
Cd1In2Se4Cd1In2Se4
Au4O4Rb4Au4O4Rb4
Mg8Sr4Mg8Sr4
Pb3Yb1Pb3Yb1
Na4S4Na4S4
S4Si2S4Si2
As2Hg2K2As2Hg2K2
As1Na3As1Na3
Ag2I2Ag2I2
Al2Cd1Te4Al2Cd1Te4
LiZnSb
Rb2NaNiF6
SrBrF
Ba(TaN2)2
KNaTiO3
CaMgPb
Cs(FeAs)2
RbCaF3
SrGaCu2
Mg6SnW
YAlNi
CaMg6Mo
Li2WO4
Ba2CoF6
TiZnAu2
Ba3SiO
CoCu2SnSe4
FeBiAsO
CdSO4
NaBiO3
NiTeO4
NaAgO2
Pd17Se15
Ca2H3Br
Li9Al4
NaZnP
Sr3B3N5
Y2In
SrN
Li2GaPd
LiGePd2
Rb(FeAs)2
Zn2As2O7
LiCaSn
RhI2
Cr2Te3
Ta2Se
YGe2
YMg2Sc
Na3(GePt)4
YSi2
Mg6AlFe
AgP2
Mn2Sb
CaAsAu
V2Cd2O7
K3Mn2F7
Cu3SbS4
CuAs
Mg3Cu
VBO4
KBaPO4
SrSnHg
Cu2GeSe3
MgSnPd2
Nb2CS2
Ga2Se4Tl2Ga2Se4Tl2
Li2Te1Li2Te1
Sr1Tl1Sr1Tl1
Rb2Te4Y2Rb2Te4Y2
Ba6Pb10Ba6Pb10
Ca8Pb4Ca8Pb4
Mg3Co
Mg6CdW
Cu(BiO2)2
Ni3(SnS)2
Ba(CuAs)2
NaMnF3
Mg3Al
Te4Pt3
LiAuO2
BaNiF4
SrSe
CaCuBi
ZnOsO3
Na3CuO2
Tl3V
SrP
MgSnP2
In2Co
HfSiTe
Ca2CdSn
Mg6AlW
Mg3Rh
SiSbPt5
Sc2MnSn
Sr2BrN
Sr(FeO2)2
Mg2Cu
Bi2SeO2
Na2PtO2
NiHg4
CaClF
Na2MoO4
Zn(HO)2
CdGeAs2
Ba(PdO2)2
Li2SbPd
Li5NCl2
Sb2Pt3
YAg
K2MnF4
SrZnSn
Fe(HO)2
LiIn2Pt
SrCuBi
